CO(GT),PT08.S1(CO),NO2(GT),PT08.S4(NO2),T,RH,AH,day,year,quarter,weekday,label
1.8,927.0,109.0,976.0,8.6,45.1,0.5038,30.0,2004.0,4.0,3.0,2
1.8,1078.0,109.0,1152.0,9.3,41.7,0.4884,30.0,2004.0,4.0,3.0,2
1.8,952.0,109.0,1018.0,8.7,44.3,0.4998,30.0,2004.0,4.0,3.0,2
1.8,882.0,109.0,922.0,8.0,47.6,0.5113,30.0,2004.0,4.0,3.0,2
1.8,924.0,109.0,969.0,7.7,47.2,0.4975,30.0,2004.0,4.0,3.0,2
1.8,987.0,109.0,1027.0,7.2,50.2,0.5118,31.0,2004.0,4.0,4.0,2
1.8,930.0,109.0,981.0,6.9,50.3,0.5029,31.0,2004.0,4.0,4.0,2
1.8,861.0,109.0,919.0,6.7,50.7,0.4998,31.0,2004.0,4.0,4.0,2
1.8,783.0,109.0,832.0,7.6,46.4,0.4869,31.0,2004.0,4.0,4.0,2
1.8,744.0,109.0,778.0,7.4,45.7,0.4714,31.0,2004.0,4.0,4.0,2
1.8,753.0,109.0,792.0,6.9,49.3,0.4913,31.0,2004.0,4.0,4.0,2
1.8,787.0,109.0,823.0,7.8,48.1,0.5095,31.0,2004.0,4.0,4.0,2
1.8,820.0,109.0,871.0,8.1,47.8,0.5157,31.0,2004.0,4.0,4.0,2
1.8,840.0,109.0,893.0,8.5,46.7,0.5191,31.0,2004.0,4.0,4.0,2
1.8,897.0,109.0,964.0,8.9,44.1,0.5039,31.0,2004.0,4.0,4.0,2
1.8,989.0,109.0,1052.0,9.4,42.5,0.5038,31.0,2004.0,4.0,4.0,2
1.8,909.0,109.0,941.0,10.8,36.3,0.4712,31.0,2004.0,4.0,4.0,2
1.8,865.0,109.0,883.0,11.9,30.6,0.4264,31.0,2004.0,4.0,4.0,2
1.8,924.0,109.0,955.0,12.2,29.7,0.4205,31.0,2004.0,4.0,4.0,2
1.8,912.0,109.0,943.0,12.0,31.1,0.434,31.0,2004.0,4.0,4.0,2
1.8,872.0,109.0,882.0,12.7,28.4,0.416,31.0,2004.0,4.0,4.0,2
1.8,917.0,109.0,946.0,13.3,27.5,0.4185,31.0,2004.0,4.0,4.0,2
1.8,962.0,109.0,996.0,11.4,30.8,0.4148,31.0,2004.0,4.0,4.0,2
1.8,932.0,109.0,942.0,9.8,34.0,0.4112,31.0,2004.0,4.0,4.0,2
1.8,930.0,109.0,906.0,9.3,33.6,0.3958,31.0,2004.0,4.0,4.0,2
1.8,962.0,109.0,909.0,9.6,32.3,0.3871,31.0,2004.0,4.0,4.0,2
1.8,974.0,109.0,895.0,9.1,32.5,0.3766,31.0,2004.0,4.0,4.0,2
1.8,1055.0,109.0,936.0,9.1,37.2,0.431,31.0,2004.0,4.0,4.0,2
1.8,1003.0,109.0,899.0,7.8,38.4,0.4085,31.0,2004.0,4.0,4.0,2
1.8,1046.0,109.0,898.0,8.2,40.1,0.4375,1.0,2005.0,1.0,5.0,0
1.6,1275.0,106.0,1024.0,5.3,50.7,0.4564,1.0,2005.0,1.0,5.0,0
2.5,1173.0,129.0,1002.0,5.9,50.0,0.4689,1.0,2005.0,1.0,5.0,0
2.7,1163.0,109.0,1001.0,4.9,53.9,0.4693,1.0,2005.0,1.0,5.0,0
1.9,1054.0,126.0,967.0,4.3,55.3,0.465,1.0,2005.0,1.0,5.0,0
1.4,1004.0,106.0,942.0,4.2,57.1,0.4759,1.0,2005.0,1.0,5.0,0
1.5,1001.0,99.0,954.0,3.5,58.3,0.4636,1.0,2005.0,1.0,5.0,0
1.4,974.0,97.0,945.0,3.0,60.7,0.4667,1.0,2005.0,1.0,5.0,0
1.1,915.0,94.0,905.0,2.6,63.2,0.4721,1.0,2005.0,1.0,5.0,0
1.0,939.0,86.0,897.0,3.9,59.0,0.4807,1.0,2005.0,1.0,5.0,0
1.2,973.0,97.0,968.0,4.7,57.2,0.4932,1.0,2005.0,1.0,5.0,0
1.7,1011.0,113.0,992.0,6.8,48.6,0.4822,1.0,2005.0,1.0,5.0,0
2.3,1097.0,125.0,1080.0,8.6,43.6,0.4887,1.0,2005.0,1.0,5.0,0
2.2,1149.0,147.0,1072.0,9.5,41.2,0.4908,1.0,2005.0,1.0,5.0,0
2.4,1117.0,153.0,1075.0,10.9,35.9,0.468,1.0,2005.0,1.0,5.0,0
2.2,1085.0,147.0,1049.0,12.5,32.3,0.467,1.0,2005.0,1.0,5.0,0
2.1,1102.0,139.0,1051.0,12.8,32.6,0.4814,1.0,2005.0,1.0,5.0,0
3.0,1281.0,165.0,1192.0,10.9,39.7,0.5166,1.0,2005.0,1.0,5.0,0
4.7,1472.0,191.0,1344.0,9.0,51.8,0.5961,1.0,2005.0,1.0,5.0,0
3.6,1328.0,172.0,1188.0,8.1,54.1,0.5882,1.0,2005.0,1.0,5.0,0
2.5,1198.0,151.0,1072.0,7.8,54.6,0.5786,1.0,2005.0,1.0,5.0,0
2.3,1176.0,137.0,1104.0,6.2,59.6,0.5698,1.0,2005.0,1.0,5.0,0
2.1,1118.0,130.0,1058.0,5.7,59.9,0.5523,1.0,2005.0,1.0,5.0,0
1.7,1091.0,115.0,1003.0,5.6,59.7,0.5463,1.0,2005.0,1.0,5.0,0
1.8,1078.0,112.0,1012.0,4.7,62.9,0.5424,2.0,2005.0,1.0,6.0,0
1.6,1043.0,105.0,972.0,4.5,63.5,0.5411,2.0,2005.0,1.0,6.0,0
1.3,992.0,96.0,963.0,4.5,63.6,0.5414,2.0,2005.0,1.0,6.0,0
1.3,1004.0,109.0,1004.0,3.1,70.0,0.5388,2.0,2005.0,1.0,6.0,0
1.3,947.0,87.0,974.0,3.2,68.3,0.531,2.0,2005.0,1.0,6.0,0
1.1,923.0,75.0,943.0,3.1,69.2,0.5337,2.0,2005.0,1.0,6.0,0
1.0,911.0,82.0,934.0,2.4,71.9,0.5288,2.0,2005.0,1.0,6.0,0
1.0,924.0,83.0,941.0,3.1,68.7,0.5317,2.0,2005.0,1.0,6.0,0
1.2,954.0,88.0,981.0,2.1,73.1,0.5289,2.0,2005.0,1.0,6.0,0
1.3,960.0,106.0,1003.0,3.3,68.2,0.5346,2.0,2005.0,1.0,6.0,0
1.6,1016.0,112.0,1044.0,4.1,65.8,0.5451,2.0,2005.0,1.0,6.0,0
2.2,1139.0,141.0,1092.0,6.6,56.6,0.5528,2.0,2005.0,1.0,6.0,0
2.2,1130.0,148.0,1058.0,8.0,51.2,0.5516,2.0,2005.0,1.0,6.0,0
2.8,1237.0,171.0,1138.0,10.3,44.9,0.5612,2.0,2005.0,1.0,6.0,0
2.1,1159.0,160.0,1087.0,12.3,41.7,0.5961,2.0,2005.0,1.0,6.0,0
1.6,1124.0,137.0,1071.0,13.5,41.3,0.6342,2.0,2005.0,1.0,6.0,0
2.8,1312.0,167.0,1249.0,13.4,43.1,0.66,2.0,2005.0,1.0,6.0,0
2.6,1246.0,164.0,1182.0,9.9,53.3,0.6504,2.0,2005.0,1.0,6.0,0
2.8,1232.0,166.0,1171.0,8.9,54.6,0.6226,2.0,2005.0,1.0,6.0,0
2.9,1286.0,167.0,1217.0,8.9,54.8,0.6244,2.0,2005.0,1.0,6.0,0
3.4,1347.0,174.0,1290.0,8.3,58.2,0.6391,2.0,2005.0,1.0,6.0,0
2.9,1063.0,160.0,1463.0,17.8,49.6,0.9954,2.0,2005.0,1.0,6.0,0
3.2,1063.0,169.0,1463.0,17.8,49.6,0.9954,2.0,2005.0,1.0,6.0,0
3.1,1063.0,162.0,1463.0,17.8,49.6,0.9954,2.0,2005.0,1.0,6.0,0
3.0,1063.0,149.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
3.4,1063.0,158.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
3.0,1063.0,143.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
2.7,1063.0,109.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.8,1063.0,121.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.1,1063.0,92.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.4,1063.0,102.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.8,1063.0,121.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
3.6,1063.0,164.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
3.1,1063.0,175.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.9,1063.0,130.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.7,1063.0,117.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.7,1063.0,115.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.6,1063.0,106.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.6,1063.0,102.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.7,1063.0,122.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
2.2,1063.0,138.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
3.3,1063.0,162.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
3.9,1063.0,177.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
5.0,1063.0,190.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
4.2,1063.0,182.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
3.2,1063.0,163.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.7,1063.0,135.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.5,1063.0,130.0,1463.0,17.8,49.6,0.9954,3.0,2005.0,1.0,0.0,0
1.3,1063.0,117.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
1.2,1063.0,104.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
1.3,1063.0,97.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
0.8,1063.0,109.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
0.6,1063.0,72.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
0.8,1063.0,71.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
0.9,1063.0,94.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
1.1,1063.0,118.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.4,1063.0,174.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.6,1063.0,170.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.1,1063.0,171.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.3,1063.0,196.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.4,1063.0,191.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
2.8,1063.0,165.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
2.6,1063.0,148.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.0,1063.0,172.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
2.9,1063.0,165.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.8,1063.0,184.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.8,1063.0,173.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.6,1063.0,174.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
4.5,1063.0,181.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
3.7,1063.0,166.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
2.4,1063.0,150.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
1.7,1063.0,131.0,1463.0,17.8,49.6,0.9954,4.0,2005.0,1.0,1.0,0
1.7,1063.0,129.0,1463.0,17.8,49.6,0.9954,5.0,2005.0,1.0,2.0,0
1.7,1135.0,120.0,1170.0,9.5,69.5,0.8261,5.0,2005.0,1.0,2.0,0
1.9,1188.0,119.0,1261.0,9.1,70.9,0.8176,5.0,2005.0,1.0,2.0,0
2.0,1242.0,109.0,1219.0,8.1,72.1,0.7798,5.0,2005.0,1.0,2.0,0
2.0,1219.0,111.0,1186.0,7.9,72.1,0.7679,5.0,2005.0,1.0,2.0,0
1.7,1187.0,109.0,1169.0,7.6,72.7,0.7598,5.0,2005.0,1.0,2.0,0
1.8,1225.0,110.0,1194.0,7.5,71.7,0.7439,5.0,2005.0,1.0,2.0,0
2.2,1333.0,126.0,1275.0,7.9,70.6,0.7562,5.0,2005.0,1.0,2.0,0
3.7,1489.0,148.0,1475.0,8.6,69.0,0.7732,5.0,2005.0,1.0,2.0,0
4.8,1596.0,162.0,1672.0,9.1,67.5,0.7831,5.0,2005.0,1.0,2.0,0
4.8,1585.0,173.0,1567.0,9.8,65.8,0.7967,5.0,2005.0,1.0,2.0,0
5.2,1674.0,198.0,1643.0,11.2,61.9,0.8226,5.0,2005.0,1.0,2.0,0
5.9,1741.0,219.0,1741.0,12.8,60.1,0.882,5.0,2005.0,1.0,2.0,0
5.9,1680.0,206.0,1790.0,13.4,62.4,0.9513,5.0,2005.0,1.0,2.0,0
3.1,1295.0,155.0,1479.0,14.3,61.2,0.9941,5.0,2005.0,1.0,2.0,0
2.6,1288.0,150.0,1492.0,14.6,59.6,0.9824,5.0,2005.0,1.0,2.0,0
2.8,1281.0,148.0,1483.0,14.2,60.0,0.9684,5.0,2005.0,1.0,2.0,0
2.8,1310.0,158.0,1481.0,13.8,62.6,0.9862,5.0,2005.0,1.0,2.0,0
2.8,1276.0,152.0,1504.0,13.6,64.0,0.9891,5.0,2005.0,1.0,2.0,0
3.1,1312.0,148.0,1525.0,13.4,64.5,0.9865,5.0,2005.0,1.0,2.0,0
3.3,1332.0,147.0,1523.0,13.5,64.7,0.9971,5.0,2005.0,1.0,2.0,0
2.7,1248.0,144.0,1404.0,13.4,65.3,0.9967,5.0,2005.0,1.0,2.0,0
2.3,1182.0,144.0,1334.0,13.2,64.5,0.9732,5.0,2005.0,1.0,2.0,0
1.6,1059.0,126.0,1200.0,13.2,62.3,0.9392,5.0,2005.0,1.0,2.0,0
1.6,1056.0,115.0,1187.0,12.5,63.7,0.9196,6.0,2005.0,1.0,3.0,0
1.7,1064.0,116.0,1184.0,12.3,64.6,0.9229,6.0,2005.0,1.0,3.0,0
1.6,1059.0,112.0,1188.0,12.5,63.8,0.9244,6.0,2005.0,1.0,3.0,0
1.4,991.0,109.0,1125.0,12.6,62.7,0.9121,6.0,2005.0,1.0,3.0,0
1.8,950.0,67.0,1093.0,12.0,64.6,0.906,6.0,2005.0,1.0,3.0,0
0.9,1005.0,67.0,1120.0,10.7,69.5,0.8919,6.0,2005.0,1.0,3.0,0
0.8,939.0,72.0,1054.0,12.4,62.6,0.8994,6.0,2005.0,1.0,3.0,0
0.7,961.0,69.0,1114.0,12.3,62.7,0.8947,6.0,2005.0,1.0,3.0,0
1.1,1017.0,107.0,1147.0,11.4,66.6,0.8948,6.0,2005.0,1.0,3.0,0
1.5,1108.0,117.0,1247.0,11.1,70.2,0.9276,6.0,2005.0,1.0,3.0,0
1.5,1122.0,115.0,1225.0,13.4,61.0,0.9348,6.0,2005.0,1.0,3.0,0
1.6,1099.0,120.0,1223.0,15.9,52.2,0.9377,6.0,2005.0,1.0,3.0,0
1.6,1124.0,128.0,1233.0,15.6,54.0,0.9515,6.0,2005.0,1.0,3.0,0
2.0,1186.0,138.0,1310.0,16.3,51.5,0.9462,6.0,2005.0,1.0,3.0,0
1.7,1096.0,127.0,1238.0,16.5,50.8,0.9442,6.0,2005.0,1.0,3.0,0
1.5,1120.0,111.0,1259.0,16.3,51.9,0.9535,6.0,2005.0,1.0,3.0,0
2.0,1185.0,122.0,1312.0,16.2,53.0,0.9687,6.0,2005.0,1.0,3.0,0
1.9,1173.0,134.0,1288.0,15.6,54.8,0.966,6.0,2005.0,1.0,3.0,0
2.1,1221.0,153.0,1323.0,14.5,57.5,0.944,6.0,2005.0,1.0,3.0,0
2.8,1330.0,169.0,1419.0,14.0,60.1,0.9566,6.0,2005.0,1.0,3.0,0
2.7,1325.0,162.0,1394.0,13.5,63.0,0.9686,6.0,2005.0,1.0,3.0,0
2.4,1195.0,152.0,1295.0,12.6,65.4,0.9529,6.0,2005.0,1.0,3.0,0
1.6,1150.0,127.0,1252.0,12.0,67.5,0.9413,6.0,2005.0,1.0,3.0,0
1.7,1145.0,112.0,1207.0,10.5,72.0,0.912,6.0,2005.0,1.0,3.0,0
1.3,1041.0,98.0,1130.0,10.0,70.9,0.8706,7.0,2005.0,1.0,4.0,0
1.4,1032.0,89.0,1109.0,9.8,70.7,0.8571,7.0,2005.0,1.0,4.0,0
1.2,1010.0,82.0,1100.0,8.0,75.0,0.8098,7.0,2005.0,1.0,4.0,0
1.0,951.0,109.0,1077.0,7.9,75.1,0.805,7.0,2005.0,1.0,4.0,0
1.0,944.0,77.0,1039.0,7.0,77.3,0.7782,7.0,2005.0,1.0,4.0,0
0.6,862.0,55.0,999.0,7.2,74.4,0.7581,7.0,2005.0,1.0,4.0,0
0.7,909.0,63.0,993.0,6.7,75.0,0.7418,7.0,2005.0,1.0,4.0,0
1.0,965.0,69.0,1059.0,6.4,76.3,0.7389,7.0,2005.0,1.0,4.0,0
1.7,1102.0,99.0,1218.0,6.0,78.5,0.7377,7.0,2005.0,1.0,4.0,0
3.0,1226.0,125.0,1464.0,6.3,77.4,0.7452,7.0,2005.0,1.0,4.0,0
2.4,1132.0,123.0,1253.0,7.7,73.8,0.7769,7.0,2005.0,1.0,4.0,0
2.2,1183.0,128.0,1306.0,10.2,61.5,0.7638,7.0,2005.0,1.0,4.0,0
2.6,1211.0,149.0,1298.0,11.3,58.1,0.7743,7.0,2005.0,1.0,4.0,0
2.5,1253.0,137.0,1351.0,10.6,62.3,0.7981,7.0,2005.0,1.0,4.0,0
3.0,1311.0,147.0,1402.0,11.1,62.0,0.8199,7.0,2005.0,1.0,4.0,0
3.3,1341.0,168.0,1454.0,12.6,57.7,0.8387,7.0,2005.0,1.0,4.0,0
3.8,1432.0,180.0,1513.0,13.3,56.2,0.8548,7.0,2005.0,1.0,4.0,0
3.6,1404.0,170.0,1501.0,11.2,65.3,0.8639,7.0,2005.0,1.0,4.0,0
5.0,1493.0,180.0,1638.0,8.8,74.6,0.8434,7.0,2005.0,1.0,4.0,0
5.7,1478.0,178.0,1652.0,7.2,78.5,0.803,7.0,2005.0,1.0,4.0,0
5.0,1411.0,159.0,1589.0,6.5,80.0,0.7789,7.0,2005.0,1.0,4.0,0
4.8,1387.0,156.0,1487.0,5.8,83.8,0.7768,7.0,2005.0,1.0,4.0,0
3.9,1306.0,146.0,1407.0,5.5,83.5,0.7619,7.0,2005.0,1.0,4.0,0
3.3,1232.0,132.0,1296.0,5.8,81.3,0.7568,7.0,2005.0,1.0,4.0,0
3.4,1277.0,137.0,1329.0,5.4,82.6,0.7495,8.0,2005.0,1.0,5.0,0
2.4,1063.0,114.0,1125.0,6.4,76.3,0.7369,8.0,2005.0,1.0,5.0,0
1.4,991.0,95.0,1069.0,7.0,73.6,0.7417,8.0,2005.0,1.0,5.0,0
1.4,989.0,109.0,1049.0,7.2,72.3,0.7392,8.0,2005.0,1.0,5.0,0
1.2,972.0,88.0,1032.0,7.9,69.3,0.7413,8.0,2005.0,1.0,5.0,0
1.2,973.0,94.0,1029.0,7.4,71.7,0.7434,8.0,2005.0,1.0,5.0,0
1.2,985.0,97.0,1056.0,7.7,71.9,0.7575,8.0,2005.0,1.0,5.0,0
1.3,1020.0,93.0,1069.0,8.1,68.0,0.7396,8.0,2005.0,1.0,5.0,0
2.3,1192.0,113.0,1273.0,6.7,77.1,0.7597,8.0,2005.0,1.0,5.0,0
3.4,1325.0,126.0,1403.0,6.8,77.9,0.7756,8.0,2005.0,1.0,5.0,0
3.0,1219.0,133.0,1311.0,8.9,66.7,0.7634,8.0,2005.0,1.0,5.0,0
2.5,1195.0,141.0,1251.0,11.6,54.1,0.7387,8.0,2005.0,1.0,5.0,0
2.7,1230.0,139.0,1301.0,13.5,49.4,0.7598,8.0,2005.0,1.0,5.0,0
2.8,1312.0,147.0,1393.0,13.8,50.9,0.796,8.0,2005.0,1.0,5.0,0
3.6,1387.0,175.0,1430.0,13.4,55.9,0.8588,8.0,2005.0,1.0,5.0,0
3.1,1375.0,180.0,1377.0,12.9,59.0,0.8736,8.0,2005.0,1.0,5.0,0
4.3,1532.0,194.0,1578.0,13.3,59.0,0.8945,8.0,2005.0,1.0,5.0,0
4.6,1531.0,192.0,1541.0,13.0,61.9,0.9224,8.0,2005.0,1.0,5.0,0
4.3,1479.0,188.0,1511.0,12.5,63.6,0.9193,8.0,2005.0,1.0,5.0,0
4.3,1521.0,179.0,1549.0,12.2,65.8,0.931,8.0,2005.0,1.0,5.0,0
5.5,1616.0,196.0,1701.0,12.6,65.2,0.9474,8.0,2005.0,1.0,5.0,0
3.4,1371.0,169.0,1429.0,13.3,63.6,0.9681,8.0,2005.0,1.0,5.0,0
2.4,1198.0,151.0,1307.0,13.5,62.6,0.9644,8.0,2005.0,1.0,5.0,0
1.6,1102.0,123.0,1204.0,14.1,59.6,0.9563,8.0,2005.0,1.0,5.0,0
1.7,1120.0,127.0,1222.0,14.0,61.4,0.9773,9.0,2005.0,1.0,6.0,0
1.6,1093.0,127.0,1206.0,13.5,63.4,0.9755,9.0,2005.0,1.0,6.0,0
1.3,1112.0,118.0,1216.0,13.2,64.2,0.9706,9.0,2005.0,1.0,6.0,0
0.8,986.0,109.0,1137.0,13.6,62.2,0.9643,9.0,2005.0,1.0,6.0,0
1.8,934.0,55.0,1094.0,13.7,61.1,0.9537,9.0,2005.0,1.0,6.0,0
0.6,919.0,44.0,1082.0,13.5,63.8,0.9801,9.0,2005.0,1.0,6.0,0
0.6,929.0,46.0,1094.0,12.5,67.3,0.9743,9.0,2005.0,1.0,6.0,0
0.5,919.0,46.0,1080.0,13.2,64.2,0.9664,9.0,2005.0,1.0,6.0,0
0.6,944.0,61.0,1090.0,13.1,63.4,0.9535,9.0,2005.0,1.0,6.0,0
0.7,943.0,60.0,1074.0,13.8,60.5,0.9526,9.0,2005.0,1.0,6.0,0
0.9,1036.0,71.0,1144.0,13.7,60.4,0.939,9.0,2005.0,1.0,6.0,0
1.5,1168.0,111.0,1235.0,14.0,59.7,0.9495,9.0,2005.0,1.0,6.0,0
1.9,1232.0,127.0,1313.0,15.0,56.2,0.9539,9.0,2005.0,1.0,6.0,0
1.9,1236.0,128.0,1311.0,16.9,50.9,0.9714,9.0,2005.0,1.0,6.0,0
2.2,1278.0,142.0,1479.0,16.6,52.4,0.981,9.0,2005.0,1.0,6.0,0
3.8,1369.0,145.0,1669.0,16.4,53.2,0.9826,9.0,2005.0,1.0,6.0,0
2.0,1182.0,145.0,1324.0,16.1,52.8,0.9579,9.0,2005.0,1.0,6.0,0
2.2,1210.0,156.0,1327.0,15.7,54.4,0.9616,9.0,2005.0,1.0,6.0,0
3.3,1316.0,154.0,1488.0,15.4,55.3,0.9616,9.0,2005.0,1.0,6.0,0
2.7,1221.0,165.0,1334.0,15.2,54.7,0.9362,9.0,2005.0,1.0,6.0,0
2.6,1260.0,153.0,1402.0,14.7,56.6,0.9392,9.0,2005.0,1.0,6.0,0
2.5,1231.0,151.0,1348.0,14.4,58.2,0.9495,9.0,2005.0,1.0,6.0,0
1.5,1115.0,131.0,1220.0,14.3,59.2,0.9608,9.0,2005.0,1.0,6.0,0
1.9,1180.0,128.0,1297.0,14.0,60.4,0.9622,9.0,2005.0,1.0,6.0,0
2.0,1174.0,137.0,1300.0,13.7,63.6,0.9912,10.0,2005.0,1.0,0.0,0
1.7,1178.0,119.0,1319.0,13.1,68.7,1.0329,10.0,2005.0,1.0,0.0,0
1.2,1052.0,96.0,1210.0,13.2,69.9,1.0526,10.0,2005.0,1.0,0.0,0
0.9,998.0,109.0,1147.0,12.8,71.2,1.0454,10.0,2005.0,1.0,0.0,0
0.6,960.0,60.0,1122.0,12.9,70.4,1.0444,10.0,2005.0,1.0,0.0,0
1.8,958.0,54.0,1138.0,12.4,72.5,1.0411,10.0,2005.0,1.0,0.0,0
1.8,989.0,66.0,1171.0,13.0,70.3,1.0502,10.0,2005.0,1.0,0.0,0
0.4,1162.0,104.0,1336.0,12.3,73.3,1.0448,10.0,2005.0,1.0,0.0,0
2.6,1523.0,137.0,1776.0,12.8,71.8,1.0551,10.0,2005.0,1.0,0.0,0
3.5,1511.0,146.0,1804.0,13.1,70.2,1.0567,10.0,2005.0,1.0,0.0,0
2.1,1420.0,136.0,1626.0,12.8,71.8,1.0551,10.0,2005.0,1.0,0.0,0
2.1,1413.0,144.0,1598.0,13.1,70.3,1.0566,10.0,2005.0,1.0,0.0,0
1.7,1335.0,133.0,1536.0,13.7,67.0,1.0446,10.0,2005.0,1.0,0.0,0
2.6,1451.0,148.0,1744.0,14.0,65.4,1.0427,10.0,2005.0,1.0,0.0,0
2.6,1410.0,155.0,1701.0,14.4,63.8,1.0421,10.0,2005.0,1.0,0.0,0
2.4,1429.0,152.0,1721.0,14.1,65.9,1.0531,10.0,2005.0,1.0,0.0,0
2.4,1409.0,145.0,1640.0,14.1,65.9,1.0552,10.0,2005.0,1.0,0.0,0
2.0,1372.0,139.0,1629.0,14.1,66.0,1.0539,10.0,2005.0,1.0,0.0,0
2.0,1366.0,134.0,1611.0,14.0,66.4,1.0536,10.0,2005.0,1.0,0.0,0
3.1,1365.0,128.0,1593.0,13.8,66.4,1.0451,10.0,2005.0,1.0,0.0,0
3.3,1385.0,135.0,1620.0,13.4,68.1,1.0441,10.0,2005.0,1.0,0.0,0
3.3,1361.0,136.0,1526.0,13.2,69.1,1.0452,10.0,2005.0,1.0,0.0,0
2.6,1312.0,126.0,1430.0,13.0,70.0,1.042,10.0,2005.0,1.0,0.0,0
1.7,1177.0,116.0,1292.0,12.7,69.9,1.0223,10.0,2005.0,1.0,0.0,0
1.8,1205.0,116.0,1292.0,12.0,71.9,1.0071,11.0,2005.0,1.0,1.0,0
1.5,1114.0,107.0,1204.0,13.2,66.8,1.0087,11.0,2005.0,1.0,1.0,0
1.1,1047.0,91.0,1167.0,12.4,69.5,0.9986,11.0,2005.0,1.0,1.0,0
0.9,982.0,109.0,1106.0,13.1,65.7,0.9858,11.0,2005.0,1.0,1.0,0
0.7,992.0,70.0,1128.0,11.8,70.6,0.9731,11.0,2005.0,1.0,1.0,0
0.7,977.0,78.0,1129.0,12.3,68.0,0.9734,11.0,2005.0,1.0,1.0,0
0.9,1047.0,75.0,1147.0,12.0,69.2,0.9697,11.0,2005.0,1.0,1.0,0
1.3,1126.0,101.0,1205.0,11.7,69.8,0.9612,11.0,2005.0,1.0,1.0,0
3.2,1474.0,136.0,1677.0,12.1,67.6,0.95,11.0,2005.0,1.0,1.0,0
5.1,1526.0,147.0,1855.0,12.5,65.1,0.9399,11.0,2005.0,1.0,1.0,0
3.7,1386.0,143.0,1485.0,12.8,62.5,0.9213,11.0,2005.0,1.0,1.0,0
3.2,1392.0,153.0,1488.0,13.4,59.9,0.9143,11.0,2005.0,1.0,1.0,0
